virus_unid	human_unid	label	pred_score
YP_010097057.1	Q8N6L7	0.0	0.0012
YP_717902.1	Q9UPW8	0.0	0.623527
YP_009344836.1	P21731	0.0	0.000562
YP_009333209.1	P53804	0.0	0.007094
YP_010113299.1	P23511	0.0	0.288606
YP_009199.1	Q96PD7	0.0	0.00058
YP_009703140.1	Q9BWU0	0.0	0.009247
AEV55070.1	Q902F9	0.0	0.001092
YP_010097124.1	Q8TAX0	0.0	9.7e-05
YP_068287.1	Q8TCY5	0.0	0.000135
NP_570166.1	O95076	0.0	0.003079
AFD22108.1	Q9Y2R0	0.0	0.001046
AIB07809.1	Q86WD7	0.0	0.001261
NP_044208.1	O94880	0.0	0.000738
YP_008492959.1	P17024	0.0	0.001931
YP_005086948.1	Q9BXI9	0.0	0.492052
YP_182403.1	Q8IV36	0.0	0.004847
YP_338079.1	O15528	0.0	8.4e-05
AFD22010.1	Q68CR7	0.0	0.000252
CAP08150.1	Q9NSC7	0.0	0.000763
YP_005296371.1	P35453	0.0	0.023328
YP_068188.1	O75838	0.0	0.008244
NP_057866.1	Q5K651	0.0	0.879264
YP_009252279.1	Q9NWW0	0.0	0.000288
YP_010097690.1	P0DM63	0.0	0.000437
YP_009703125.1	Q96MI9	0.0	0.000102
ABU55575.1	P61565	0.0	7.5e-05
AP_000070.1	Q8N485	0.0	0.001629
AEE10001.1	Q9NZJ6	0.0	0.000184
AEV54962.1	Q96PD7	0.0	0.000124
YP_009703195.1	Q9Y2Y8	0.0	0.015817
YP_009021234.1	Q07011	0.0	0.092965
YP_009054984.1	P09131	0.0	7.1e-05
NP_015534.1	P61565	0.0	0.000412
NP_051036.1	Q8IVQ6	0.0	0.000933
NP_570301.1	Q8N8L2	0.0	0.000969
YP_720003.1	E9PJI5	0.0	0.000108
YP_010113274.1	P22304	0.0	0.124214
YP_182379.1	Q9BYT8	0.0	0.015072
ADI60257.1	Q9UKI8	0.0	0.065457
ACN89762.1	Q8WY54	0.0	0.002165
ACU27449.1	P23352	0.0	0.947611
YP_068241.1	A6NN14	0.0	0.000449
YP_009109581.1	Q8NG48	0.0	6.9e-05
YP_008136240.1	Q8TAP8	0.0	6.4e-05
YP_001034006.1	O15511	0.0	0.441597
YP_008720076.1	Q6UWN5	0.0	0.000381
YP_010113357.1	Q9BZE0	0.0	0.003902
YP_009344906.1	D6R9N7	0.0	0.002219
AP_000621.1	Q8N8C0	0.0	0.000706
AEV55041.1	Q6AZW8	0.0	0.006671
AIB07795.1	Q9UPW5	0.0	0.009112
ABU55581.1	Q8NEF9	0.0	0.000186
AAD03071.1	Q14678	0.0	0.304421
CAZ86715.1	Q8IU80	0.0	0.002186
CAP08196.1	Q15517	0.0	0.005771
YP_068300.1	O95750	0.0	0.000568
ABU55605.1	Q9Y283	0.0	9.4e-05
YP_009344864.1	Q96CG3	0.0	0.000926
YP_009140484.1	Q86WD7	0.0	0.000182
YP_214034.1	P55263	0.0	0.004046
AEV55063.1	Q96NG5	0.0	0.001847
YP_009703127.1	O15335	0.0	0.000108
YP_214044.1	O43674	0.0	0.02588
AIB07803.1	P40225	0.0	0.000442
YP_009505579.1	Q2VPB7	0.0	0.007406
YP_068105.1	C9J2P7	0.0	2.7e-05
YP_001034013.1	P01009	0.0	0.241208
YP_009344887.1	Q8TBE0	0.0	0.019279
YP_010097689.1	Q9NQV6	0.0	0.005102
YP_009252351.1	O76061	0.0	0.005737
YP_009094437.1	Q96NT5	0.0	2.3e-05
YP_010097625.1	Q99665	0.0	0.009038
AFD22021.1	Q8N0X7	0.0	0.021471
NP_044188.1	O95196	0.0	0.003483
AEF12604.1	A8MTQ0	0.0	0.102234
YP_068016.1	P40121	0.0	0.979494
AIY35081.1	Q96NZ8	0.0	0.010874
YP_009010975.1	Q9Y426	0.0	0.00253
YP_068269.1	P54849	0.0	0.003728
YP_009362020.1	Q8IV38	0.0	0.001028
YP_010097109.1	Q8IYF3	0.0	0.207407
AP_000612.1	Q9UPW5	0.0	0.007609
AIY35096.1	E9PIF3	0.0	0.001157
ABU55623.1	Q8N8C0	0.0	0.000281
BAA82908.1	P04629	0.0	0.992829
YP_004895381.1	P16233	0.0	0.083305
YP_009344922.1	Q9H2B2	0.0	0.000259
YP_214019.1	Q9BQT8	0.0	2.8e-05
YP_009552105.1	Q13541	0.0	0.702132
YP_068389.1	Q8WUY9	0.0	0.578993
YP_068118.1	Q14896	0.0	0.004921
YP_005296271.1	Q5THR3	0.0	0.000255
YP_010113355.1	Q9BZD2	0.0	0.000103
YP_009551987.1	Q9Y3S1	0.0	0.02559
YP_005296198.1	O15374	0.0	0.000167
AFD21956.1	Q9NYJ7	0.0	0.000193
ABU55608.1	Q6NZ36	0.0	0.000329
YP_001033955.1	Q9Y235	0.0	0.002706
YP_004346946.1	Q6IPM2	0.0	0.001729
AAD03074.1	Q7Z6A9	0.0	0.001134
YP_009551964.1	Q9HAU5	0.0	0.992125
YP_068130.1	Q8WUA8	0.0	5.4e-05
YP_009552033.1	Q9UQR1	0.0	0.967786
YP_010097112.1	Q8TEU7	0.0	0.000138
AEE10019.1	Q58FF8	0.0	0.000402
YP_009507387.1	Q8TAX0	0.0	0.00025
YP_010113367.1	P55087	0.0	0.005971
AIH06859.1	Q9Y2R0	0.0	0.004055
BAA82955.1	P01350	0.0	0.003363
YP_068131.1	Q9HBK9	0.0	0.000243
AKA44546.1	Q9BXI9	0.0	5.7e-05
YP_009215.1	Q6PCD5	0.0	0.014808
YP_164628.1	P82979	0.0	0.946669
YP_009252353.1	P55064	0.0	0.001147
YP_005296196.1	Q6P2D0	0.0	0.052703
YP_214153.1	Q13795	0.0	0.000422
YP_004895374.1	Q14678	0.0	0.492858
CAP08055.1	Q93070	0.0	0.002266
YP_068220.1	Q9Y388	0.0	0.755125
YP_009703190.1	O15335	0.0	8.2e-05
AAT70779.1	O15169	0.0	0.997963
NP_570299.1	Q9UJM3	0.0	0.1931
CAZ86706.1	P21127	0.0	0.997297
YP_004376204.1	P78552	0.0	0.000827
YP_009553205.1	Q9NPY3	0.0	0.117322
ABW76690.1	Q9H9S5	0.0	0.218747
YP_007985664.1	Q9Y4F3	0.0	0.003196
NP_044206.1	Q86UU5	0.0	0.001852
YP_005296222.1	O95076	0.0	0.000563
YP_004346950.1	Q16288	0.0	0.032971
YP_010113375.1	Q9NQ87	0.0	7.7e-05
AAD21358.1	Q9UPM8	0.0	0.145363
AGL73208.1	Q9Y496	0.0	0.517882
AEV54965.1	Q15517	0.0	0.030735
ACN89775.1	P01009	0.0	0.182519
YP_004869645.1	Q99766	0.0	0.191394
ABU55593.1	Q902F9	0.0	7.5e-05
ABU55578.1	O43345	0.0	8.2e-05
YP_068293.1	Q8WY54	0.0	0.000588
YP_004857843.1	Q8IYU2	0.0	0.221867
YP_182394.2	O94964	0.0	0.117057
AEV55076.1	P31994	0.0	0.024907
ABW76694.1	Q96T53	0.0	0.004559
AGW22218.1	Q96GK7	0.0	0.000181
AEE10016.1	Q9BYS8	0.0	7e-06
YP_009109735.1	P52926	0.0	0.01314
ABW76692.1	A6NIK2	0.0	0.008353
YP_008720071.1	Q9NR64	0.0	0.232603
NP_570174.1	P50440	0.0	0.001923
AAD03086.1	Q7RTZ2	0.0	0.000943
YP_010097061.1	Q6V9R5	0.0	0.000643
YP_214013.1	O95196	0.0	0.005189
YP_068227.1	Q6P6B1	0.0	0.001007
ACU27440.1	O75838	0.0	0.997883
AEE10022.1	Q9BQT8	0.0	3.5e-05
AAD03061.1	Q9NZJ0	0.0	0.991149
YP_005296362.1	Q8WWH4	0.0	0.00464
YP_003204680.1	O95859	0.0	0.00051
YP_009130670.1	Q5VY09	0.0	0.002151
YP_068160.1	P15813	0.0	0.000132
YP_004346945.1	Q13670	0.0	4.4e-05
AEV55077.1	Q7Z5A4	0.0	0.001914
YP_010097626.1	Q96NB1	0.0	0.000582
YP_009252350.1	Q495X7	0.0	9e-05
YP_009703147.1	P55064	0.0	0.000231
YP_010113309.1	O95365	0.0	0.018149
YP_009252236.1	Q99705	0.0	1.5e-05
YP_010097684.1	O14598	0.0	0.000141
YP_214138.1	Q8IYX0	0.0	0.000192
AIT11903.1	P53804	0.0	0.003827
YP_010097086.1	O75508	0.0	0.001552
YP_010097635.1	Q2TAL5	0.0	0.000937
YP_009344892.1	P01210	0.0	5.4e-05
YP_009553276.1	O43196	0.0	0.001952
YP_068192.1	Q4L180	0.0	0.000218
YP_009344911.1	Q9NQV6	0.0	0.012032
ABU55596.1	Q8IZC7	0.0	0.000612
YP_010113398.1	Q06413	0.0	0.002735
YP_001294935.1	Q96NZ8	0.0	0.000161
YP_009551991.1	Q9UI17	0.0	4.4e-05
YP_009552121.1	P23511	0.0	0.014202
YP_010113330.1	Q9Y239	0.0	0.14642
AIT11902.1	Q02318	0.0	0.002075
AAD21377.1	Q8N485	0.0	0.009541
YP_007697652.1	Q01954	0.0	0.000258
AFW97359.1	Q9Y4Z2	0.0	0.039882
YP_182373.1	P55345	0.0	0.008576
ABA60803.1	Q76NI1	0.0	0.01552
YP_010113313.1	Q8N614	0.0	0.000278
YP_003422530.1	P21731	0.0	0.682013
YP_068325.1	P51397	0.0	0.000701
YP_009344913.1	Q96T53	0.0	7.1e-05
YP_214161.1	P55263	0.0	0.000559
YP_068295.1	O15169	0.0	0.974494
YP_009344899.1	Q4L180	0.0	5.3e-05
YP_008798234.1	Q8TD07	0.0	0.000975
CAP08174.1	P01210	0.0	0.000238
YP_009270627.1	Q96PD7	0.0	0.00043
AAD12310.1	Q6P2I3	0.0	3.2e-05
YP_214020.1	Q6NZ36	0.0	0.003358
YP_068251.1	Q9BXY0	0.0	0.917217
YP_010113270.1	Q6ISU1	0.0	9.2e-05
NP_570298.1	P43681	0.0	0.984066
YP_010113381.1	Q7Z6K1	0.0	5.5e-05
YP_001033951.1	P61565	0.0	0.001276
YP_004346949.1	P01011	0.0	0.310522
YP_007195265.1	Q03989	0.0	0.902998
YP_338077.1	Q9BZM5	0.0	0.001041
YP_009703101.1	D6R9N7	0.0	0.000504
YP_009130669.1	Q8TEU7	0.0	0.00099
YP_005086949.1	P50548	0.0	0.154933
YP_001285933.1	Q6NW34	0.0	0.008162
YP_009344829.1	Q6NT52	0.0	0.003944
AIB07796.1	A6NKF1	0.0	0.000551
YP_009344958.1	Q8WTP8	0.0	0.007543
AHM88402.1	O43665	0.0	0.01025
YP_010113385.1	A0A0U1RRL7	0.0	0.000127
YP_010097639.1	P22674	0.0	2.5e-05
YP_009408608.1	P20472	0.0	0.000208
YP_068109.1	Q86WC6	0.0	0.000117
YP_005296358.1	Q9BTY7	0.0	0.011302
YP_009252282.1	Q86YA3	0.0	7.7e-05
YP_010097120.1	Q6P6B1	0.0	0.001359
YP_009337633.1	Q9H0H3	0.0	0.000846
AAD21406.1	Q0D2J5	0.0	0.000381
YP_182374.1	O15393	0.0	0.08438
AEO37425.1	P01350	0.0	0.076674
NP_044205.1	Q13106	0.0	0.000188
YP_005296334.1	Q2VPB7	0.0	0.001141
AP_000242.1	Q8IWY8	0.0	0.003897
YP_009344830.1	Q86UW6	0.0	0.006311
YP_009046823.1	Q9Y496	0.0	0.952421
NP_758521.1	Q06413	0.0	0.504746
YP_005296191.1	P43119	0.0	0.136898
YP_009552785.1	O94991	0.0	0.000555
ACN89693.1	Q6ZN57	0.0	0.001026
AGF85784.1	Q6B0I6	0.0	0.007748
AFD21988.1	P52926	0.0	0.020215
YP_009703130.1	Q5THR3	0.0	0.001841
YP_010097077.1	Q9BZE0	0.0	0.000471
YP_005296364.1	Q9BY84	0.0	0.892049
AHM88403.1	P35408	0.0	0.001698
AAD12308.1	Q6PD62	0.0	0.999561
YP_182353.1	Q9Y5J6	0.0	0.008282
YP_068273.1	Q9Y426	0.0	0.004959
YP_009344831.1	P16112	0.0	0.020397
YP_182355.1	Q9Y3S1	0.0	0.000131
YP_068158.1	Q9H488	0.0	0.006695
YP_009824983.1	Q9UPQ4	0.0	0.053166
CAP08124.1	O75325	0.0	0.000773
YP_010097630.1	Q9H267	0.0	0.003125
AEV55002.1	Q96NZ1	0.0	0.001394
AEV55047.1	Q496Y0	0.0	0.000727
YP_009344942.1	Q05329	0.0	0.022838
ADI60256.1	P22304	0.0	0.86943
AKA44545.1	Q96BR1	0.0	0.521187
ABA60805.1	Q05329	0.0	0.917762
YP_009551573.1	Q9NRC9	0.0	9.6e-05
NP_570224.1	Q9BWU0	0.0	0.006735
YP_068281.1	Q8IYH5	0.0	0.001786
NP_066844.1	Q9BVS5	0.0	0.900588
YP_214147.1	Q9BSM1	0.0	0.692376
YP_009252242.1	O75717	0.0	0.036108
YP_009825005.1	Q04756	0.0	0.102347
AFD22118.1	Q9BPX5	0.0	0.222185
ADU77009.1	Q8N8L6	0.0	0.029632
YP_010097071.1	P01344	0.0	0.000214
AP_000631.1	Q7Z7K0	0.0	0.004951
YP_009046818.1	Q6X4W1	0.0	0.0521
YP_010113346.1	Q9NV12	0.0	0.018598
YP_009315911.1	Q96M27	0.0	0.003259
YP_182383.1	Q16595	0.0	0.000291
YP_214129.1	Q16620	0.0	0.003069
YP_182391.1	Q6P2D0	0.0	0.001588
CAP08060.1	O00548	0.0	0.003577
NP_044197.1	P13232	0.0	0.000321
NP_056814.1	O60683	0.0	0.883269
AP_000633.1	Q5VT52	0.0	0.062893
AFD21922.1	Q15973	0.0	0.029876
YP_009252371.1	O00141	0.0	0.959399
YP_214014.1	Q9NZZ3	0.0	0.565524
AJB28748.1	Q1L6U9	0.0	0.00237
NP_937956.1	Q8NEF9	0.0	0.05748
YP_010097669.1	Q8NG48	0.0	0.002014
NP_044183.1	Q9Y283	0.0	0.001759
YP_010113260.1	O75420	0.0	0.250212
YP_001648801.1	P56945	0.0	0.999009
YP_009109600.1	Q8NEY3	0.0	0.000677
NP_570307.1	Q9NP31	0.0	0.000578
NP_066854.1	Q5THR3	0.0	0.001211
YP_009703177.1	P16112	0.0	0.020145
ABW76686.1	Q9Y426	0.0	0.357096
YP_009551343.1	P43694	0.0	0.002149
YP_004869641.1	Q6P2D0	0.0	0.218406
NP_066892.1	Q3KNS6	0.0	0.007832
AFD21890.1	Q9BQT8	0.0	6.2e-05
YP_068163.1	Q9HD89	0.0	7.6e-05
AIZ46819.1	Q13670	0.0	0.000315
NP_040838.1	Q8N5G0	0.0	0.028366
NP_570161.1	Q16706	0.0	0.001689
YP_010097682.1	P0DM63	0.0	7.7e-05
NP_066858.1	P0CG21	0.0	0.002381
NP_570820.1	Q9BPX5	0.0	0.150744
AEP82749.1	Q9BY49	0.0	0.05448
ABW76684.1	Q96JE9	0.0	0.032567
AFD21945.1	Q6X4W1	0.0	0.008628
YP_009344959.1	Q9H488	0.0	0.000218
NP_041235.2	O75420	0.0	0.880582
YP_214157.1	Q9HCM9	0.0	0.279932
ABU55614.1	Q86XJ0	0.0	0.000114
AEE10007.1	A6NIK2	0.0	9e-06
CAP08155.1	P40259	0.0	0.01276
ACN89727.1	P20382	0.0	0.000928
AEE10025.1	Q9H015	0.0	0.150738
ABU55590.1	Q96T53	0.0	1.3e-05
CAP08049.1	Q9HBK9	0.0	0.000398
AAD21362.1	P22674	0.0	0.026413
AFD21881.1	Q6PD62	0.0	0.996991
AEV55058.1	Q9HCM3	0.0	0.000362
YP_004346955.1	Q70J99	0.0	0.00168
YP_010087787.1	C9J2P7	0.0	0.005435
YP_001033942.1	P01350	0.0	0.012137
YP_008493013.1	P55055	0.0	0.053892
YP_010097070.1	Q9NR61	0.0	0.000879
ABU55599.1	O43623	0.0	6.8e-05
AEZ53134.1	Q8IWT0	0.0	0.002312
AIB07788.1	O60683	0.0	0.000681
YP_009408609.1	Q06520	0.0	0.000115
YP_010113296.1	Q9NYL5	0.0	0.00034
YP_010097117.1	Q9BQS7	0.0	0.000344
YP_005296329.1	O75508	0.0	0.00065
YP_004123744.1	Q5THR3	0.0	0.000792
CAP08113.1	Q8NFU7	0.0	5.5e-05
AEE10013.1	Q6NSI4	0.0	0.000254
YP_009252365.1	O75347	0.0	0.00871
YP_009703133.1	Q9BYC9	0.0	0.08425
YP_005296366.1	Q9UI09	0.0	0.819585
AEO37426.1	P20472	0.0	0.000193
YP_004782206.1	Q5VY09	0.0	0.000722
YP_009010974.1	O14978	0.0	0.93359
YP_009252347.1	O43248	0.0	0.002255
YP_009344921.1	Q8N614	0.0	0.000267
YP_009552037.1	Q9NX47	0.0	0.015985
YP_009513023.1	O14521	0.0	0.000536
CAP08056.1	Q8IZQ8	0.0	0.011489
YP_009703142.1	Q6GMV2	0.0	0.004126
AP_000071.1	Q96PD7	0.0	0.000228
AFD22085.1	Q9P2K3	0.0	0.992228
YP_005296338.1	P98182	0.0	0.001271
AIZ46820.1	C9JN71	0.0	0.000103
ABU55620.1	O60676	0.0	0.000704
CAP08198.1	Q9Y566	0.0	0.006897
YP_004152333.1	P52741	0.0	0.002053
YP_010097661.1	O95073	0.0	0.000152
YP_010087788.1	Q9BQT8	0.0	0.000446
NP_108657.1	Q8WXI4	0.0	0.007992
YP_068390.1	Q86TI4	0.0	0.001253
AP_000074.1	P47929	0.0	0.853022
ACP43738.1	Q13202	0.0	0.000196
NP_570164.1	Q96JB8	0.0	0.000625
YP_009703188.1	P20472	0.0	0.001243
AAY68295.1	P18510	0.0	0.001958
YP_001294938.1	Q9NV92	0.0	0.000899
YP_008493018.1	Q99705	0.0	4.8e-05
YP_009703157.1	Q86UW1	0.0	0.002002
YP_007518078.1	Q8IVG5	0.0	0.000114
YP_067916.1	Q9H0H3	0.0	0.000315
YP_009030024.1	Q86TW2	0.0	0.021246
YP_010097643.1	P20908	0.0	0.002868
YP_338078.1	P57727	0.0	0.002509
YP_004346943.1	Q8N8L2	0.0	0.000138
YP_214095.1	Q4L180	0.0	0.010331
AIB07787.1	Q9UJM3	0.0	0.493932
YP_009703143.1	Q9Y664	0.0	0.005038
YP_214118.1	Q9P2K3	0.0	0.976759
YP_009508495.1	Q76I76	0.0	0.023111
YP_009344841.1	O15511	0.0	0.013674
YP_008493011.1	Q53FP2	0.0	0.002107
AEV54970.1	Q6PJP8	0.0	0.000159
AGF85783.1	Q8IVQ6	0.0	0.014521
AIB07802.1	Q9NVA1	0.0	0.014449
AP_000637.1	O15066	0.0	0.524347
AEV55052.1	Q4L180	0.0	0.00068
YP_007697653.1	Q9P126	0.0	0.000253
ABU55617.1	Q99705	0.0	4.9e-05
ABU55572.1	P01178	0.0	0.000151
AAY68296.1	O76083	0.0	0.021908
YP_010097064.1	O75347	0.0	0.198853
CAP08184.1	A2RU48	0.0	0.001897
NP_758522.1	Q14623	0.0	0.000131
YP_068102.1	Q13670	0.0	6.8e-05
YP_009140488.1	P23511	0.0	0.016632
YP_009703159.1	Q8NEF9	0.0	0.003611
YP_010086824.1	O14737	0.0	0.131939
ABU55602.1	Q6B0I6	0.0	0.000159
YP_009344891.1	Q96BK5	0.0	0.857636
YP_009507378.1	P40121	0.0	0.00386
YP_010097073.1	P09417	0.0	0.002874
AEV55055.1	O43511	0.0	0.000475
AP_000067.1	P78318	0.0	0.496801
NP_570293.1	P17024	0.0	0.004916
YP_009344854.1	D6RBQ6	0.0	0.000656
YP_182351.1	Q9P2J9	0.0	0.000992
YP_068384.2	Q9H939	0.0	0.088516
YP_009703096.1	Q9UBP0	0.0	0.032065
YP_003896049.1	Q8IV38	0.0	0.00181
YP_005296346.1	Q6ZN57	0.0	0.001322
AKA97940.1	O43511	0.0	0.002051
ACU27451.1	Q15075	0.0	0.965243
YP_007518455.1	Q8IWA6	0.0	0.000264
YP_009126907.1	Q9NRP4	0.0	0.597439
AAD03088.1	P21127	0.0	0.088298
YP_068328.1	Q9Y693	0.0	0.004519
YP_010113412.1	P12318	0.0	0.133688
NP_108664.1	Q9Y2A9	0.0	0.165673
NP_044211.1	A6NJT0	0.0	0.000119
YP_214113.1	Q8N8J7	0.0	0.017173
CAP08200.1	O14498	0.0	0.241732
AEV54994.1	Q8IYF3	0.0	0.306535
YP_009109591.1	P12318	0.0	0.052044
YP_009337241.1	P61278	0.0	0.000546
YP_008520234.1	Q8IWA6	0.0	0.000967
YP_004346954.1	C9J2P7	0.0	0.000289
ABJ98945.1	Q9NQZ8	0.0	0.00238
YP_009505571.1	Q6W2J9	0.0	0.312449
YP_009506305.1	D6RBQ6	0.0	0.000448
AP_000049.1	Q9UGN5	0.0	0.714913
AEE10010.1	O75324	0.0	0.000927
YP_214024.1	Q01954	0.0	0.00027
ABW76688.1	Q15669	0.0	0.113743
YP_010097105.1	Q9Y2R0	0.0	0.003563
YP_009513227.1	Q9UBP5	0.0	0.001077
YP_010097667.1	O75752	0.0	0.000633
ADU77010.1	Q9NYJ7	0.0	0.001284
NP_065678.1	Q86UV6	0.0	0.084022
AAD03064.1	O15335	0.0	3.4e-05
YP_009553265.1	Q9NZJ0	0.0	0.920944
YP_008492965.1	Q6ZSS3	0.0	0.001207
AGA15832.1	Q9BY49	0.0	0.096737
AEE10028.1	Q86WC6	0.0	2.6e-05
NP_015554.1	Q9UBS0	0.0	0.959372
NP_066908.1	Q8IWV1	0.0	0.005209
YP_010113284.1	Q9HB89	0.0	2e-05
YP_009126910.1	Q8IYT8	0.0	0.113243
YP_010113316.1	P12314	0.0	0.008694
YP_009130679.1	P01178	0.0	0.001204
NP_015535.1	Q86W34	0.0	0.028003
AP_000068.1	Q9Y496	0.0	0.661114
NP_570310.1	O14498	0.0	0.090358
AFD21978.1	Q86UV6	0.0	0.010501
YP_009209.1	Q6P6B1	0.0	0.001656
AP_000341.1	Q0IIN9	0.0	0.020024
YP_009703217.1	P01350	0.0	0.004465
YP_003778197.1	Q68CR7	0.0	9.2e-05
ABI95836.1	Q8N8A6	0.0	0.000871
AFD22151.1	Q9BZD2	0.0	7e-05
NP_056818.1	P17020	0.0	0.005778
YP_214159.1	Q9UBP0	0.0	0.00924
YP_010113320.1	Q14814	0.0	0.001628
YP_009046822.1	Q9BX59	0.0	0.00985
YP_010113258.1	Q902F9	0.0	0.000583
CAP08190.1	O95237	0.0	0.000475
YP_010086827.1	O75954	0.0	6.7e-05
YP_004869646.1	Q9BVS5	0.0	0.162994
YP_010097658.1	Q6UB98	0.0	0.001461
YP_209232.1	C9J2P7	0.0	0.000416
AP_000244.1	O43623	0.0	0.000646
YP_009109616.1	Q9Y263	0.0	0.008948
AP_000350.1	Q9UQ88	0.0	0.728154
YP_010113280.1	Q8NBE8	0.0	0.00025
YP_068143.1	P05231	0.0	0.000119
AIH06860.1	Q5VZL5	0.0	0.013635
YP_009551345.1	Q902F9	0.0	0.000232
ABU55626.1	Q9BXI9	0.0	7.2e-05
NP_108658.1	P43681	0.0	0.992897
NP_570791.1	P51854	0.0	0.00601
AIY35066.1	Q9NRP4	0.0	0.005642
YP_007518454.1	Q99728	0.0	0.991006
CAP08102.1	E9PKD4	0.0	0.000787
YP_009252298.1	Q07507	0.0	4.2e-05
YP_068096.1	Q12986	0.0	0.012594
AEP82752.1	Q8WUG5	0.0	5e-05
YP_009241385.1	O95073	0.0	0.000496
YP_009703070.1	Q93074	0.0	0.050891
YP_009703193.1	Q9BZR9	0.0	0.060111
CAP08069.1	Q9NZJ6	0.0	0.006961
YP_068124.1	Q13237	0.0	0.000881
YP_214066.1	Q9H069	0.0	0.042732
AFD22053.1	Q12908	0.0	0.000739
YP_068272.1	Q86TJ5	0.0	0.000102
NP_570167.1	Q8TA94	0.0	5e-05
YP_009703121.1	Q8IYX0	0.0	0.0007
YP_214133.1	Q9Y2Y8	0.0	0.001942
NP_570283.1	Q9NZJ0	0.0	0.046843
YP_009344957.1	Q7Z7K0	0.0	0.001694
YP_009344853.1	Q96RQ1	0.0	0.017537
YP_005296342.1	Q06520	0.0	0.001661
YP_009552040.1	Q14213	0.0	0.63028
AFD21913.1	Q92826	0.0	0.000888
NP_570760.1	Q96MI9	0.0	0.000227
YP_008439209.1	P47989	0.0	0.000313
AIY35095.1	Q86UU5	0.0	0.005633
YP_009094435.1	Q9Y2Y8	0.0	0.004753
NP_570776.1	Q5H8A4	0.0	0.541511
YP_005296357.1	Q86UV6	0.0	0.004873
NP_108666.1	O14626	0.0	7e-05
ABU55629.1	D3W0D1	0.0	2.6e-05
YP_005296200.1	Q16558	0.0	0.000219
AFD22075.1	P40225	0.0	0.000657
YP_003778192.1	Q9UI09	0.0	0.978353
YP_010097668.1	O00221	0.0	0.007944
ACA24944.1	P29373	0.0	0.125661
ABA60807.1	Q86VG3	0.0	0.251255
YP_009505802.1	Q495X7	0.0	2.1e-05
YP_008493002.1	Q7Z494	0.0	0.011748
AP_000339.1	C9JN71	0.0	2.5e-05
NP_598365.1	Q96PM9	0.0	0.000875
AAD21346.1	O75071	0.0	0.000612
BAA82922.1	P17024	0.0	0.003746
YP_009344933.1	O14795	0.0	0.035747
AP_000634.1	Q8IV56	0.0	0.000767
YP_009703169.1	Q96MX3	0.0	0.283147
YP_009344927.1	Q96NT5	0.0	1.9e-05
YP_009344871.1	Q9ULL5	0.0	0.008996
AP_000359.1	Q96H20	0.0	0.004397
AFD22141.1	Q9UND3	0.0	0.000147
NP_044189.1	P17020	0.0	0.036391
NP_108678.1	P23511	0.0	0.192545
BAA82918.1	Q9BTY7	0.0	0.005173
AFD97612.1	Q9BZM4	0.0	0.010285
YP_009703212.1	Q8IZQ8	0.0	0.006392
YP_010087774.1	Q9BVS5	0.0	0.969345
AP_000258.1	Q8TA94	0.0	5.1e-05
YP_068144.1	Q13976	0.0	0.024221
AKA97941.1	P0DMM9	0.0	0.001511
YP_010097090.1	O60667	0.0	0.000179
ABU55584.1	Q86UW1	0.0	4.3e-05
YP_009513024.1	Q7LBC6	0.0	0.001968
YP_001294937.1	Q99259	0.0	0.001288
YP_004123746.1	Q9Y336	0.0	0.015163
YP_003204676.1	Q9NZZ3	0.0	0.992202
NP_015546.1	P49761	0.0	0.610403
NP_570772.1	Q9BSM1	0.0	0.982956
ABU55611.1	Q07507	0.0	0.000141
ABU55587.1	P46089	0.0	0.000108
AP_000235.1	Q8N441	0.0	0.050892
YP_010113302.1	Q5VY80	0.0	0.000416
YP_009703062.1	Q5BKX6	0.0	3.5e-05
YP_004869642.1	Q8N8L6	0.0	0.0007
YP_005296290.1	Q8NAV1	0.0	0.289134
YP_009362019.1	Q6NW34	0.0	0.000763
YP_182358.1	Q9HAU5	0.0	0.839681
YP_009505473.1	Q9UFE4	0.0	0.003413
NP_777375.1	A6NN92	0.0	1.8e-05
YP_004895377.1	P51854	0.0	0.000169
AIB07810.1	Q9Y239	0.0	0.014075
AP_000058.1	Q5VZB9	0.0	0.000252
NP_066914.2	Q6ZW31	0.0	0.044767
YP_182377.1	Q8N485	0.0	0.002656
ACF72689.1	P78345	0.0	0.000205
AFD22043.1	P55345	0.0	0.034011
AP_000260.1	Q16706	0.0	0.005923
ABU55569.1	A0A0U1RRL7	0.0	0.000701
CAP08050.1	P51815	0.0	6.9e-05
AEV55072.1	Q05481	0.0	0.00021
AEZ53133.1	Q6B0I6	0.0	0.584955
YP_068346.1	O14498	0.0	0.822758
YP_010097057.1	Q8N6L7	0.0	0.0012
YP_717902.1	Q9UPW8	0.0	0.623527
YP_009344836.1	P21731	0.0	0.000562
YP_009333209.1	P53804	0.0	0.007094
YP_010113299.1	P23511	0.0	0.288606
YP_009199.1	Q96PD7	0.0	0.00058
YP_009703140.1	Q9BWU0	0.0	0.009247
AEV55070.1	Q902F9	0.0	0.001092
YP_010097124.1	Q8TAX0	0.0	9.7e-05
YP_068287.1	Q8TCY5	0.0	0.000135
NP_570166.1	O95076	0.0	0.003079
AFD22108.1	Q9Y2R0	0.0	0.001046
AIB07809.1	Q86WD7	0.0	0.001261
NP_044208.1	O94880	0.0	0.000738
YP_008492959.1	P17024	0.0	0.001931
