virus_unid	human_unid	group	label	human_cluster
YP_068124.1	Q13237	gp_5	0.0	Q13976
YP_214066.1	Q9H069	gp_5	0.0	Q9H069
AFD22053.1	Q12908	gp_5	0.0	Q12908
YP_068272.1	Q86TJ5	gp_5	0.0	Q86TJ5
NP_570167.1	Q8TA94	gp_5	0.0	Q8IZC7
YP_009703121.1	Q8IYX0	gp_5	0.0	Q3ZCT1
YP_214133.1	Q9Y2Y8	gp_5	0.0	P13727
NP_570283.1	Q9NZJ0	gp_5	0.0	Q9NZJ0
YP_009344957.1	Q7Z7K0	gp_5	0.0	Q7Z7K0
YP_009344853.1	Q96RQ1	gp_5	0.0	Q96RQ1
YP_005296342.1	Q06520	gp_5	0.0	Q06520
YP_009552040.1	Q14213	gp_5	0.0	Q14213
AFD21913.1	Q92826	gp_5	0.0	Q92826
NP_570760.1	Q96MI9	gp_5	0.0	Q96MI9
YP_008439209.1	P47989	gp_5	0.0	P47989
AIY35095.1	Q86UU5	gp_5	0.0	Q86UU5
YP_009094435.1	Q9Y2Y8	gp_5	0.0	P13727
NP_570776.1	Q5H8A4	gp_5	0.0	Q5H8A4
YP_005296357.1	Q86UV6	gp_5	0.0	Q86UV6
NP_108666.1	O14626	gp_5	0.0	O14626
ABU55629.1	D3W0D1	gp_5	0.0	D3W0D1
YP_005296200.1	Q16558	gp_5	0.0	Q16558
AFD22075.1	P40225	gp_5	0.0	P40225
YP_003778192.1	Q9UI09	gp_5	0.0	Q9UI09
YP_010097668.1	O00221	gp_5	0.0	O00221
ACA24944.1	P29373	gp_5	0.0	P29373
ABA60807.1	Q86VG3	gp_5	0.0	Q86VG3
YP_009505802.1	Q495X7	gp_5	0.0	Q9HCM9
YP_008493002.1	Q7Z494	gp_5	0.0	Q7Z494
AP_000339.1	C9JN71	gp_5	0.0	Q8IZC7
NP_598365.1	Q96PM9	gp_5	0.0	Q96PM9
AAD21346.1	O75071	gp_5	0.0	O75071
BAA82922.1	P17024	gp_5	0.0	Q8IZC7
YP_009344933.1	O14795	gp_5	0.0	O14795
AP_000634.1	Q8IV56	gp_5	0.0	Q8IV56
YP_009703169.1	Q96MX3	gp_5	0.0	Q96MX3
YP_009344927.1	Q96NT5	gp_5	0.0	Q96NT5
YP_009344871.1	Q9ULL5	gp_5	0.0	Q9ULL5
AP_000359.1	Q96H20	gp_5	0.0	Q96H20
AFD22141.1	Q9UND3	gp_5	0.0	E9PJI5
NP_044189.1	P17020	gp_5	0.0	P17020
NP_108678.1	P23511	gp_5	0.0	P23511
BAA82918.1	Q9BTY7	gp_5	0.0	Q9BTY7
AFD97612.1	Q9BZM4	gp_5	0.0	Q9BZM6
YP_009703212.1	Q8IZQ8	gp_5	0.0	Q8IZQ8
YP_010087774.1	Q9BVS5	gp_5	0.0	Q9BVS5
AP_000258.1	Q8TA94	gp_5	0.0	Q8IZC7
YP_068144.1	Q13976	gp_5	0.0	Q13976
AKA97941.1	P0DMM9	gp_5	0.0	P49888
YP_010097090.1	O60667	gp_5	0.0	O60667
ABU55584.1	Q86UW1	gp_5	0.0	Q86UW1
YP_009513024.1	Q7LBC6	gp_5	0.0	Q7LBC6
YP_001294937.1	Q99259	gp_5	0.0	Q9Y600
YP_004123746.1	Q9Y336	gp_5	0.0	Q9Y336
YP_003204676.1	Q9NZZ3	gp_5	0.0	Q9NZZ3
NP_015546.1	P49761	gp_5	0.0	P49761
NP_570772.1	Q9BSM1	gp_5	0.0	Q9BSM1
ABU55611.1	Q07507	gp_5	0.0	Q07507
ABU55587.1	P46089	gp_5	0.0	P46089
AP_000235.1	Q8N441	gp_5	0.0	Q8N441
YP_010113302.1	Q5VY80	gp_5	0.0	Q9BZM6
YP_009703062.1	Q5BKX6	gp_5	0.0	Q5BKX6
YP_004869642.1	Q8N8L6	gp_5	0.0	Q8N8L6
YP_005296290.1	Q8NAV1	gp_5	0.0	Q8NAV1
YP_009362019.1	Q6NW34	gp_5	0.0	Q6NW34
YP_182358.1	Q9HAU5	gp_5	0.0	Q9HAU5
YP_009505473.1	Q9UFE4	gp_5	0.0	Q9UFE4
NP_777375.1	A6NN92	gp_5	0.0	A6NN92
YP_004895377.1	P51854	gp_5	0.0	P51854
AIB07810.1	Q9Y239	gp_5	0.0	Q9Y239
AP_000058.1	Q5VZB9	gp_5	0.0	Q5VZB9
NP_066914.2	Q6ZW31	gp_5	0.0	Q6ZW31
YP_182377.1	Q8N485	gp_5	0.0	Q8N485
ACF72689.1	P78345	gp_5	0.0	P78345
AFD22043.1	P55345	gp_5	0.0	P55345
AP_000260.1	Q16706	gp_5	0.0	Q16706
ABU55569.1	A0A0U1RRL7	gp_5	0.0	A0A0U1RRL7
CAP08050.1	P51815	gp_5	0.0	P51815
AEV55072.1	Q05481	gp_5	0.0	O43345
AEZ53133.1	Q6B0I6	gp_5	0.0	Q6B0I6
YP_068346.1	O14498	gp_5	0.0	O14498
YP_010097057.1	Q8N6L7	gp_5	0.0	Q8N6L7
YP_717902.1	Q9UPW8	gp_5	0.0	O14795
YP_009344836.1	P21731	gp_5	0.0	P21731
YP_009333209.1	P53804	gp_5	0.0	P53804
YP_010113299.1	P23511	gp_5	0.0	P23511
YP_009199.1	Q96PD7	gp_5	0.0	Q3SYC2
YP_009703140.1	Q9BWU0	gp_5	0.0	Q9BWU0
AEV55070.1	Q902F9	gp_5	0.0	P61565
YP_010097124.1	Q8TAX0	gp_5	0.0	Q8TAX0
YP_068287.1	Q8TCY5	gp_5	0.0	Q8TCY5
NP_570166.1	O95076	gp_5	0.0	O95076
AFD22108.1	Q9Y2R0	gp_5	0.0	Q9Y2R0
AIB07809.1	Q86WD7	gp_5	0.0	P01011
NP_044208.1	O94880	gp_5	0.0	O94880
YP_008492959.1	P17024	gp_5	0.0	Q8IZC7
YP_005086948.1	Q9BXI9	gp_5	0.0	Q9BXI9
YP_182403.1	Q8IV36	gp_5	0.0	Q8IV36
YP_338079.1	O15528	gp_5	0.0	O15528
AFD22010.1	Q68CR7	gp_5	0.0	Q68CR7
CAP08150.1	Q9NSC7	gp_5	0.0	Q9NSC7
YP_005296371.1	P35453	gp_5	0.0	P35453
YP_068188.1	O75838	gp_5	0.0	O75838
NP_057866.1	Q5K651	gp_5	0.0	Q8IVG5
YP_009252279.1	Q9NWW0	gp_5	0.0	Q9NWW0
YP_010097690.1	P0DM63	gp_5	0.0	E9PJI5
YP_009703125.1	Q96MI9	gp_5	0.0	Q96MI9
ABU55575.1	P61565	gp_5	0.0	P61565
AP_000070.1	Q8N485	gp_5	0.0	Q8N485
AEE10001.1	Q9NZJ6	gp_5	0.0	Q9NZJ6
AEV54962.1	Q96PD7	gp_5	0.0	Q3SYC2
YP_009703195.1	Q9Y2Y8	gp_5	0.0	P13727
YP_009021234.1	Q07011	gp_5	0.0	Q07011
YP_009054984.1	P09131	gp_5	0.0	P09131
NP_015534.1	P61565	gp_5	0.0	P61565
NP_051036.1	Q8IVQ6	gp_5	0.0	Q8IVQ6
NP_570301.1	Q8N8L2	gp_5	0.0	Q3ZCT1
YP_720003.1	E9PJI5	gp_5	0.0	E9PJI5
YP_010113274.1	P22304	gp_5	0.0	P22304
YP_182379.1	Q9BYT8	gp_5	0.0	P52888
ADI60257.1	Q9UKI8	gp_5	0.0	Q9UKI8
ACN89762.1	Q8WY54	gp_5	0.0	Q8WY54
ACU27449.1	P23352	gp_5	0.0	P23352
YP_068241.1	A6NN14	gp_5	0.0	O43345
YP_009109581.1	Q8NG48	gp_5	0.0	Q8NG48
YP_008136240.1	Q8TAP8	gp_5	0.0	Q8TAP8
YP_001034006.1	O15511	gp_5	0.0	O15511
YP_008720076.1	Q6UWN5	gp_5	0.0	Q6UWN5
YP_010113357.1	Q9BZE0	gp_5	0.0	Q9BZE0
YP_009344906.1	D6R9N7	gp_5	0.0	C9J2P7
AP_000621.1	Q8N8C0	gp_5	0.0	Q8N8C0
AEV55041.1	Q6AZW8	gp_5	0.0	Q6AZW8
AIB07795.1	Q9UPW5	gp_5	0.0	Q96MI9
ABU55581.1	Q8NEF9	gp_5	0.0	Q8NEF9
AAD03071.1	Q14678	gp_5	0.0	Q14678
CAZ86715.1	Q8IU80	gp_5	0.0	Q8IU80
CAP08196.1	Q15517	gp_5	0.0	Q15517
YP_068300.1	O95750	gp_5	0.0	O95750
ABU55605.1	Q9Y283	gp_5	0.0	Q9Y283
YP_009344864.1	Q96CG3	gp_5	0.0	Q96CG3
YP_009140484.1	Q86WD7	gp_5	0.0	P01011
YP_214034.1	P55263	gp_5	0.0	P55263
AEV55063.1	Q96NG5	gp_5	0.0	Q6P2D0
YP_009703127.1	O15335	gp_5	0.0	O15335
YP_214044.1	O43674	gp_5	0.0	O43674
AIB07803.1	P40225	gp_5	0.0	P40225
YP_009505579.1	Q2VPB7	gp_5	0.0	Q2VPB7
YP_068105.1	C9J2P7	gp_5	0.0	C9J2P7
YP_001034013.1	P01009	gp_5	0.0	P01011
YP_009344887.1	Q8TBE0	gp_5	0.0	Q8TBE0
YP_010097689.1	Q9NQV6	gp_5	0.0	Q9NQV6
YP_009252351.1	O76061	gp_5	0.0	O76061
YP_009094437.1	Q96NT5	gp_5	0.0	Q96NT5
YP_010097625.1	Q99665	gp_5	0.0	Q99665
AFD22021.1	Q8N0X7	gp_5	0.0	Q8N0X7
NP_044188.1	O95196	gp_5	0.0	O95196
AEF12604.1	A8MTQ0	gp_5	0.0	A8MTQ0
YP_068016.1	P40121	gp_5	0.0	P40121
AIY35081.1	Q96NZ8	gp_5	0.0	Q96NZ8
YP_009010975.1	Q9Y426	gp_5	0.0	Q9Y426
YP_068269.1	P54849	gp_5	0.0	P54849
YP_009362020.1	Q8IV38	gp_5	0.0	Q8IV38
YP_010097109.1	Q8IYF3	gp_5	0.0	Q8IYF3
AP_000612.1	Q9UPW5	gp_5	0.0	Q96MI9
AIY35096.1	E9PIF3	gp_5	0.0	E9PJI5
ABU55623.1	Q8N8C0	gp_5	0.0	Q8N8C0
BAA82908.1	P04629	gp_5	0.0	Q16288
YP_004895381.1	P16233	gp_5	0.0	P16233
YP_009344922.1	Q9H2B2	gp_5	0.0	Q9H2B2
YP_214019.1	Q9BQT8	gp_5	0.0	Q9BQT8
YP_009552105.1	Q13541	gp_5	0.0	Q13541
YP_068389.1	Q8WUY9	gp_5	0.0	Q8WUY9
YP_068118.1	Q14896	gp_5	0.0	Q00872
YP_005296271.1	Q5THR3	gp_5	0.0	Q5THR3
YP_010113355.1	Q9BZD2	gp_5	0.0	Q9BZD2
YP_009551987.1	Q9Y3S1	gp_5	0.0	Q9Y3S1
YP_005296198.1	O15374	gp_5	0.0	O15374
AFD21956.1	Q9NYJ7	gp_5	0.0	Q9NYJ7
ABU55608.1	Q6NZ36	gp_5	0.0	Q6NZ36
YP_001033955.1	Q9Y235	gp_5	0.0	Q9Y235
YP_004346946.1	Q6IPM2	gp_5	0.0	Q6IPM2
AAD03074.1	Q7Z6A9	gp_5	0.0	Q7Z6A9
YP_009551964.1	Q9HAU5	gp_5	0.0	Q9HAU5
YP_068130.1	Q8WUA8	gp_5	0.0	Q8WUA8
YP_009552033.1	Q9UQR1	gp_5	0.0	Q9UQR1
YP_010097112.1	Q8TEU7	gp_5	0.0	Q8TEU7
AEE10019.1	Q58FF8	gp_5	0.0	Q58FF8
YP_009507387.1	Q8TAX0	gp_5	0.0	Q8TAX0
YP_010113367.1	P55087	gp_5	0.0	P55064
AIH06859.1	Q9Y2R0	gp_5	0.0	Q9Y2R0
BAA82955.1	P01350	gp_5	0.0	P01350
YP_068131.1	Q9HBK9	gp_5	0.0	Q9HBK9
AKA44546.1	Q9BXI9	gp_5	0.0	Q9BXI9
YP_009215.1	Q6PCD5	gp_5	0.0	Q6PCD5
YP_164628.1	P82979	gp_5	0.0	P82979
YP_009252353.1	P55064	gp_5	0.0	P55064
YP_005296196.1	Q6P2D0	gp_5	0.0	Q6P2D0
YP_214153.1	Q13795	gp_5	0.0	Q13795
YP_004895374.1	Q14678	gp_5	0.0	Q14678
CAP08055.1	Q93070	gp_5	0.0	Q93070
YP_068220.1	Q9Y388	gp_5	0.0	Q9Y388
YP_009703190.1	O15335	gp_5	0.0	O15335
AAT70779.1	O15169	gp_5	0.0	O15169
NP_570299.1	Q9UJM3	gp_5	0.0	Q9UJM3
CAZ86706.1	P21127	gp_5	0.0	Q9UQ88
YP_004376204.1	P78552	gp_5	0.0	P78552
YP_009553205.1	Q9NPY3	gp_5	0.0	Q9NPY3
ABW76690.1	Q9H9S5	gp_5	0.0	Q9H9S5
YP_007985664.1	Q9Y4F3	gp_5	0.0	Q9Y4F3
NP_044206.1	Q86UU5	gp_5	0.0	Q86UU5
YP_005296222.1	O95076	gp_5	0.0	O95076
YP_004346950.1	Q16288	gp_5	0.0	Q16288
YP_010113375.1	Q9NQ87	gp_5	0.0	Q9Y5J3
AAD21358.1	Q9UPM8	gp_5	0.0	Q9UPM8
AGL73208.1	Q9Y496	gp_5	0.0	Q9Y496
AEV54965.1	Q15517	gp_5	0.0	Q15517
ACN89775.1	P01009	gp_5	0.0	P01011
YP_004869645.1	Q99766	gp_5	0.0	Q99766
ABU55593.1	Q902F9	gp_5	0.0	P61565
ABU55578.1	O43345	gp_5	0.0	O43345
YP_068293.1	Q8WY54	gp_5	0.0	Q8WY54
YP_004857843.1	Q8IYU2	gp_5	0.0	Q8IYU2
YP_182394.2	O94964	gp_5	0.0	O94964
AEV55076.1	P31994	gp_5	0.0	P31994
ABW76694.1	Q96T53	gp_5	0.0	Q96T53
AGW22218.1	Q96GK7	gp_5	0.0	Q6P2I3
AEE10016.1	Q9BYS8	gp_5	0.0	Q9BYS8
YP_009109735.1	P52926	gp_5	0.0	P52926
ABW76692.1	A6NIK2	gp_5	0.0	Q5BKY1
YP_008720071.1	Q9NR64	gp_5	0.0	Q9C0H6
NP_570174.1	P50440	gp_5	0.0	P50440
AAD03086.1	Q7RTZ2	gp_5	0.0	C9J2P7
YP_010097061.1	Q6V9R5	gp_5	0.0	Q6P2D0
YP_214013.1	O95196	gp_5	0.0	O95196
YP_068227.1	Q6P6B1	gp_5	0.0	Q6P6B1
ACU27440.1	O75838	gp_5	0.0	O75838
AEE10022.1	Q9BQT8	gp_5	0.0	Q9BQT8
AAD03061.1	Q9NZJ0	gp_5	0.0	Q9NZJ0
YP_005296362.1	Q8WWH4	gp_5	0.0	Q8WWH4
YP_003204680.1	O95859	gp_5	0.0	O95859
YP_009130670.1	Q5VY09	gp_5	0.0	Q5VY09
YP_068160.1	P15813	gp_5	0.0	P29017
YP_004346945.1	Q13670	gp_5	0.0	Q13670
AEV55077.1	Q7Z5A4	gp_5	0.0	Q7Z5A4
YP_010097626.1	Q96NB1	gp_5	0.0	Q96NB1
YP_009252350.1	Q495X7	gp_5	0.0	Q9HCM9
YP_009703147.1	P55064	gp_5	0.0	P55064
YP_010113309.1	O95365	gp_5	0.0	O15156
YP_009252236.1	Q99705	gp_5	0.0	Q99705
YP_010097684.1	O14598	gp_5	0.0	O14598
YP_214138.1	Q8IYX0	gp_5	0.0	Q3ZCT1
AIT11903.1	P53804	gp_5	0.0	P53804
YP_010097086.1	O75508	gp_5	0.0	O75508
YP_010097635.1	Q2TAL5	gp_5	0.0	Q2TAL5
YP_009344892.1	P01210	gp_5	0.0	P01210
YP_009553276.1	O43196	gp_5	0.0	O43196
YP_068192.1	Q4L180	gp_5	0.0	Q4L180
YP_009344911.1	Q9NQV6	gp_5	0.0	Q9NQV6
ABU55596.1	Q8IZC7	gp_5	0.0	Q8IZC7
YP_010113398.1	Q06413	gp_5	0.0	Q06413
YP_001294935.1	Q96NZ8	gp_5	0.0	Q96NZ8
YP_009551991.1	Q9UI17	gp_5	0.0	Q9UI17
YP_009552121.1	P23511	gp_5	0.0	P23511
YP_010113330.1	Q9Y239	gp_5	0.0	Q9Y239
AIT11902.1	Q02318	gp_5	0.0	O15528
AAD21377.1	Q8N485	gp_5	0.0	Q8N485
YP_007697652.1	Q01954	gp_5	0.0	Q01954
AFW97359.1	Q9Y4Z2	gp_5	0.0	Q9Y4Z2
YP_182373.1	P55345	gp_5	0.0	P55345
ABA60803.1	Q76NI1	gp_5	0.0	Q76NI1
YP_010113313.1	Q8N614	gp_5	0.0	Q8N614
YP_003422530.1	P21731	gp_5	0.0	P21731
YP_068325.1	P51397	gp_5	0.0	P51397
YP_009344913.1	Q96T53	gp_5	0.0	Q96T53
YP_214161.1	P55263	gp_5	0.0	P55263
YP_068295.1	O15169	gp_5	0.0	O15169
YP_009344899.1	Q4L180	gp_5	0.0	Q4L180
YP_008798234.1	Q8TD07	gp_5	0.0	Q8TD07
CAP08174.1	P01210	gp_5	0.0	P01210
YP_009270627.1	Q96PD7	gp_5	0.0	Q3SYC2
AAD12310.1	Q6P2I3	gp_5	0.0	Q6P2I3
YP_214020.1	Q6NZ36	gp_5	0.0	Q6NZ36
YP_068251.1	Q9BXY0	gp_5	0.0	Q9BXY0
YP_010113270.1	Q6ISU1	gp_5	0.0	Q6ISU1
NP_570298.1	P43681	gp_5	0.0	P43681
YP_010113381.1	Q7Z6K1	gp_5	0.0	Q7Z6K1
YP_001033951.1	P61565	gp_5	0.0	P61565
YP_004346949.1	P01011	gp_5	0.0	P01011
YP_007195265.1	Q03989	gp_5	0.0	Q03989
YP_338077.1	Q9BZM5	gp_5	0.0	Q9BZM6
YP_009703101.1	D6R9N7	gp_5	0.0	C9J2P7
YP_009130669.1	Q8TEU7	gp_5	0.0	Q8TEU7
YP_005086949.1	P50548	gp_5	0.0	P41162
YP_001285933.1	Q6NW34	gp_5	0.0	Q6NW34
YP_009344829.1	Q6NT52	gp_5	0.0	Q6NT52
AIB07796.1	A6NKF1	gp_5	0.0	A6NKF1
YP_009344958.1	Q8WTP8	gp_5	0.0	Q8WTP8
AHM88402.1	O43665	gp_5	0.0	O43665
YP_010113385.1	A0A0U1RRL7	gp_5	0.0	A0A0U1RRL7
YP_010097639.1	P22674	gp_5	0.0	P22674
YP_009408608.1	P20472	gp_5	0.0	P0CE71
YP_068109.1	Q86WC6	gp_5	0.0	Q86WC6
YP_005296358.1	Q9BTY7	gp_5	0.0	Q9BTY7
YP_009252282.1	Q86YA3	gp_5	0.0	Q86YA3
YP_010097120.1	Q6P6B1	gp_5	0.0	Q6P6B1
YP_009337633.1	Q9H0H3	gp_5	0.0	Q9H0H3
AAD21406.1	Q0D2J5	gp_5	0.0	Q8IZC7
YP_182374.1	O15393	gp_5	0.0	P57727
AEO37425.1	P01350	gp_5	0.0	P01350
NP_044205.1	Q13106	gp_5	0.0	Q3ZCT1
YP_005296334.1	Q2VPB7	gp_5	0.0	Q2VPB7
AP_000242.1	Q8IWY8	gp_5	0.0	Q8IWY8
YP_009344830.1	Q86UW6	gp_5	0.0	Q86UW6
YP_009046823.1	Q9Y496	gp_5	0.0	Q9Y496
NP_758521.1	Q06413	gp_5	0.0	Q06413
YP_005296191.1	P43119	gp_5	0.0	P43119
YP_009552785.1	O94991	gp_5	0.0	O94991
ACN89693.1	Q6ZN57	gp_5	0.0	Q3ZCT1
AGF85784.1	Q6B0I6	gp_5	0.0	Q6B0I6
AFD21988.1	P52926	gp_5	0.0	P52926
YP_009703130.1	Q5THR3	gp_5	0.0	Q5THR3
YP_010097077.1	Q9BZE0	gp_5	0.0	Q9BZE0
YP_005296364.1	Q9BY84	gp_5	0.0	Q13202
AHM88403.1	P35408	gp_5	0.0	P35408
AAD12308.1	Q6PD62	gp_5	0.0	Q6PD62
YP_182353.1	Q9Y5J6	gp_5	0.0	Q9Y5J6
YP_068273.1	Q9Y426	gp_5	0.0	Q9Y426
YP_009344831.1	P16112	gp_5	0.0	P16112
YP_182355.1	Q9Y3S1	gp_5	0.0	Q9Y3S1
YP_068158.1	Q9H488	gp_5	0.0	Q9H488
YP_009824983.1	Q9UPQ4	gp_5	0.0	Q9UPQ4
CAP08124.1	O75325	gp_5	0.0	O75325
YP_010097630.1	Q9H267	gp_5	0.0	Q9H267
AEV55002.1	Q96NZ1	gp_5	0.0	Q96NZ1
AEV55047.1	Q496Y0	gp_5	0.0	Q1L5Z9
YP_009344942.1	Q05329	gp_5	0.0	Q9Y600
ADI60256.1	P22304	gp_5	0.0	P22304
AKA44545.1	Q96BR1	gp_5	0.0	O00141
ABA60805.1	Q05329	gp_5	0.0	Q9Y600
YP_009551573.1	Q9NRC9	gp_5	0.0	Q9NRC9
NP_570224.1	Q9BWU0	gp_5	0.0	Q9BWU0
YP_068281.1	Q8IYH5	gp_5	0.0	Q8IYH5
NP_066844.1	Q9BVS5	gp_5	0.0	Q9BVS5
YP_214147.1	Q9BSM1	gp_5	0.0	Q9BSM1
YP_009252242.1	O75717	gp_5	0.0	O75717
YP_009825005.1	Q04756	gp_5	0.0	Q04756
AFD22118.1	Q9BPX5	gp_5	0.0	O15511
ADU77009.1	Q8N8L6	gp_5	0.0	Q8N8L6
YP_010097071.1	P01344	gp_5	0.0	P01344
AP_000631.1	Q7Z7K0	gp_5	0.0	Q7Z7K0
YP_009046818.1	Q6X4W1	gp_5	0.0	Q6X4W1
YP_010113346.1	Q9NV12	gp_5	0.0	Q9NV12
YP_009315911.1	Q96M27	gp_5	0.0	Q96M27
YP_182383.1	Q16595	gp_5	0.0	Q16595
YP_214129.1	Q16620	gp_5	0.0	Q16288
YP_182391.1	Q6P2D0	gp_5	0.0	Q6P2D0
CAP08060.1	O00548	gp_5	0.0	Q9NR61
NP_044197.1	P13232	gp_5	0.0	P13232
NP_056814.1	O60683	gp_5	0.0	O60683
AP_000633.1	Q5VT52	gp_5	0.0	Q5VT52
AFD21922.1	Q15973	gp_5	0.0	Q8IZC7
YP_009252371.1	O00141	gp_5	0.0	O00141
YP_214014.1	Q9NZZ3	gp_5	0.0	Q9NZZ3
AJB28748.1	Q1L6U9	gp_5	0.0	Q1L6U9
NP_937956.1	Q8NEF9	gp_5	0.0	Q8NEF9
YP_010097669.1	Q8NG48	gp_5	0.0	Q8NG48
NP_044183.1	Q9Y283	gp_5	0.0	Q9Y283
YP_010113260.1	O75420	gp_5	0.0	O75420
YP_001648801.1	P56945	gp_5	0.0	P56945
YP_009109600.1	Q8NEY3	gp_5	0.0	Q8NEY3
NP_570307.1	Q9NP31	gp_5	0.0	Q9NP31
NP_066854.1	Q5THR3	gp_5	0.0	Q5THR3
YP_009703177.1	P16112	gp_5	0.0	P16112
ABW76686.1	Q9Y426	gp_5	0.0	Q9Y426
YP_009551343.1	P43694	gp_5	0.0	Q9BWX5
YP_004869641.1	Q6P2D0	gp_5	0.0	Q6P2D0
NP_066892.1	Q3KNS6	gp_5	0.0	Q3ZCT1
AFD21890.1	Q9BQT8	gp_5	0.0	Q9BQT8
YP_068163.1	Q9HD89	gp_5	0.0	Q9HD89
AIZ46819.1	Q13670	gp_5	0.0	Q13670
NP_040838.1	Q8N5G0	gp_5	0.0	Q8N5G0
NP_570161.1	Q16706	gp_5	0.0	Q16706
YP_010097682.1	P0DM63	gp_5	0.0	E9PJI5
NP_066858.1	P0CG21	gp_5	0.0	P0CG21
NP_570820.1	Q9BPX5	gp_5	0.0	O15511
AEP82749.1	Q9BY49	gp_5	0.0	Q9BY49
ABW76684.1	Q96JE9	gp_5	0.0	Q96JE9
AFD21945.1	Q6X4W1	gp_5	0.0	Q6X4W1
YP_009344959.1	Q9H488	gp_5	0.0	Q9H488
NP_041235.2	O75420	gp_5	0.0	O75420
YP_214157.1	Q9HCM9	gp_5	0.0	Q9HCM9
ABU55614.1	Q86XJ0	gp_5	0.0	Q86XJ0
AEE10007.1	A6NIK2	gp_5	0.0	Q5BKY1
CAP08155.1	P40259	gp_5	0.0	P40259
ACN89727.1	P20382	gp_5	0.0	P20382
AEE10025.1	Q9H015	gp_5	0.0	Q9H015
ABU55590.1	Q96T53	gp_5	0.0	Q96T53
CAP08049.1	Q9HBK9	gp_5	0.0	Q9HBK9
AAD21362.1	P22674	gp_5	0.0	P22674
AFD21881.1	Q6PD62	gp_5	0.0	Q6PD62
AEV55058.1	Q9HCM3	gp_5	0.0	Q9HCM3
YP_004346955.1	Q70J99	gp_5	0.0	Q70J99
YP_010087787.1	C9J2P7	gp_5	0.0	C9J2P7
YP_001033942.1	P01350	gp_5	0.0	P01350
YP_008493013.1	P55055	gp_5	0.0	Q13133
YP_010097070.1	Q9NR61	gp_5	0.0	Q9NR61
ABU55599.1	O43623	gp_5	0.0	O95863
AEZ53134.1	Q8IWT0	gp_5	0.0	Q8IWT0
AIB07788.1	O60683	gp_5	0.0	O60683
YP_009408609.1	Q06520	gp_5	0.0	Q06520
YP_010113296.1	Q9NYL5	gp_5	0.0	Q9NYL5
YP_010097117.1	Q9BQS7	gp_5	0.0	P00450
YP_005296329.1	O75508	gp_5	0.0	O75508
YP_004123744.1	Q5THR3	gp_5	0.0	Q5THR3
CAP08113.1	Q8NFU7	gp_5	0.0	Q8NFU7
AEE10013.1	Q6NSI4	gp_5	0.0	Q6NSI4
YP_009252365.1	O75347	gp_5	0.0	O75347
YP_009703133.1	Q9BYC9	gp_5	0.0	Q9BYC9
YP_005296366.1	Q9UI09	gp_5	0.0	Q9UI09
AEO37426.1	P20472	gp_5	0.0	P0CE71
YP_004782206.1	Q5VY09	gp_5	0.0	Q5VY09
YP_009010974.1	O14978	gp_5	0.0	O14978
YP_009252347.1	O43248	gp_5	0.0	O43248
YP_009344921.1	Q8N614	gp_5	0.0	Q8N614
YP_009552037.1	Q9NX47	gp_5	0.0	Q9NX47
YP_009513023.1	O14521	gp_5	0.0	O14521
CAP08056.1	Q8IZQ8	gp_5	0.0	Q8IZQ8
YP_009703142.1	Q6GMV2	gp_5	0.0	Q6GMV2
AP_000071.1	Q96PD7	gp_5	0.0	Q3SYC2
AFD22085.1	Q9P2K3	gp_5	0.0	Q9P2K3
YP_005296338.1	P98182	gp_5	0.0	P98182
AIZ46820.1	C9JN71	gp_5	0.0	Q8IZC7
ABU55620.1	O60676	gp_5	0.0	O60676
CAP08198.1	Q9Y566	gp_5	0.0	Q9Y566
YP_004152333.1	P52741	gp_5	0.0	Q3ZCT1
YP_010097661.1	O95073	gp_5	0.0	O95073
YP_010087788.1	Q9BQT8	gp_5	0.0	Q9BQT8
NP_108657.1	Q8WXI4	gp_5	0.0	Q8WXI4
YP_068390.1	Q86TI4	gp_5	0.0	Q86TI4
AP_000074.1	P47929	gp_5	0.0	P47929
ACP43738.1	Q13202	gp_5	0.0	Q13202
NP_570164.1	Q96JB8	gp_5	0.0	Q96JB8
YP_009703188.1	P20472	gp_5	0.0	P0CE71
AAY68295.1	P18510	gp_5	0.0	P18510
YP_001294938.1	Q9NV92	gp_5	0.0	Q9NV92
YP_008493018.1	Q99705	gp_5	0.0	Q99705
YP_009703157.1	Q86UW1	gp_5	0.0	Q86UW1
YP_007518078.1	Q8IVG5	gp_5	0.0	Q8IVG5
YP_067916.1	Q9H0H3	gp_5	0.0	Q9H0H3
YP_009030024.1	Q86TW2	gp_5	0.0	Q86TW2
YP_010097643.1	P20908	gp_5	0.0	P20908
YP_338078.1	P57727	gp_5	0.0	P57727
YP_004346943.1	Q8N8L2	gp_5	0.0	Q3ZCT1
YP_214095.1	Q4L180	gp_5	0.0	Q4L180
AIB07787.1	Q9UJM3	gp_5	0.0	Q9UJM3
YP_009703143.1	Q9Y664	gp_5	0.0	Q9Y664
YP_214118.1	Q9P2K3	gp_5	0.0	Q9P2K3
YP_009508495.1	Q76I76	gp_5	0.0	Q76I76
YP_009344841.1	O15511	gp_5	0.0	O15511
YP_008493011.1	Q53FP2	gp_5	0.0	Q53FP2
AEV54970.1	Q6PJP8	gp_5	0.0	Q6PJP8
AGF85783.1	Q8IVQ6	gp_5	0.0	Q8IVQ6
AIB07802.1	Q9NVA1	gp_5	0.0	Q9NVA1
